year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2015,11,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1530.00,269.00,79.90,17.89,80.90,2.77,87.54,13.00,7.00,12811.00,4161.00,452.00,3237.00,152.00,4809.00
2015,11,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1254.00,213.00,52.03,10.07,58.57,0.00,92.33,23.00,1.00,8559.00,2035.00,345.00,2056.00,0.00,4123.00
2015,10,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1441.00,216.00,66.42,5.06,102.27,0.08,42.17,7.00,3.00,10657.00,3043.00,553.00,3666.00,2.00,3393.00
2015,10,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",473.00,52.00,13.79,5.50,25.53,0.00,7.18,0.00,0.00,2512.00,757.00,397.00,1108.00,0.00,250.00
2015,10,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",467.00,74.00,23.29,1.30,22.14,0.00,27.27,0.00,3.00,4259.00,1391.00,109.00,896.00,0.00,1863.00
2015,10,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1036.00,125.00,33.92,2.34,56.05,0.00,32.68,0.00,2.00,5553.00,1872.00,430.00,1929.00,0.00,1322.00
2015,10,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",186.00,34.00,8.76,0.00,18.47,0.00,6.77,0.00,0.00,1611.00,600.00,0.00,636.00,0.00,375.00
2015,10,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3273.00,590.00,71.85,4.14,239.67,0.00,274.35,33.00,1.00,41166.00,7373.00,141.00,15493.00,0.00,18159.00
2015,10,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62.00,12.00,10.08,0.00,0.00,0.00,1.92,0.00,0.00,314.00,261.00,0.00,0.00,0.00,53.00
2015,10,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4362.00,529.00,189.16,3.91,174.02,0.00,161.91,17.00,3.00,36294.00,13271.00,250.00,8607.00,0.00,14166.00
2015,10,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1525.00,223.00,45.23,5.29,78.63,0.00,93.84,4.00,0.00,13387.00,2592.00,206.00,4846.00,0.00,5743.00
2015,10,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1345.00,241.00,48.24,12.30,75.34,0.00,105.12,13.00,1.00,12420.00,2166.00,862.00,3976.00,0.00,5416.00
2015,9,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1362.00,192.00,66.28,8.98,77.38,0.00,39.35,3.00,0.00,9898.00,3770.00,466.00,2892.00,0.00,2770.00
2015,9,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",457.00,52.00,14.14,2.94,26.64,0.92,7.36,0.00,0.00,2818.00,790.00,240.00,1346.00,68.00,374.00
2015,9,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",445.00,94.00,29.96,2.16,40.54,0.23,21.11,0.00,2.00,4118.00,1379.00,150.00,1458.00,11.00,1120.00
2015,9,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",946.00,135.00,40.78,3.21,56.10,0.00,34.91,0.00,2.00,7016.00,3254.00,291.00,2033.00,0.00,1438.00
2015,9,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",181.00,24.00,6.35,0.00,13.59,0.00,4.06,0.00,0.00,1581.00,213.00,0.00,559.00,0.00,809.00
2015,9,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",60.00,16.00,13.45,0.81,0.00,0.00,1.74,1.00,1.00,539.00,439.00,50.00,0.00,0.00,50.00
2015,9,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2967.00,457.00,59.21,4.91,177.36,0.00,215.52,34.00,1.00,27652.00,5640.00,151.00,10471.00,0.00,11390.00
2015,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4167.00,563.00,179.15,11.38,209.34,0.00,163.12,8.00,5.00,32914.00,10095.00,524.00,9490.00,0.00,12805.00
2015,9,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1445.00,172.00,23.69,14.64,76.91,0.00,56.76,2.00,0.00,8612.00,1864.00,366.00,4093.00,0.00,2289.00
2015,9,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1288.00,208.00,46.72,5.62,62.59,0.12,92.96,30.00,1.00,9388.00,2421.00,306.00,2706.00,3.00,3952.00
2015,8,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1438.00,285.00,118.13,13.23,78.63,2.65,72.35,7.00,2.00,16520.00,7068.00,1429.00,3067.00,132.00,4824.00
2015,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",515.00,95.00,21.45,12.19,40.97,0.00,20.38,1.00,0.00,4229.00,1122.00,555.00,1702.00,0.00,850.00
2015,8,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",460.00,147.00,42.80,4.88,45.97,3.16,50.19,2.00,6.00,8716.00,2494.00,436.00,1826.00,200.00,3760.00
2015,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1135.00,222.00,58.97,9.64,87.24,0.00,66.15,2.00,1.00,11314.00,4076.00,531.00,3035.00,0.00,3672.00
2015,8,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",186.00,27.00,5.66,0.00,16.76,0.00,4.58,0.00,0.00,1411.00,192.00,0.00,823.00,0.00,396.00
2015,8,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62.00,11.00,9.70,0.00,0.43,0.13,0.74,0.00,0.00,324.00,298.00,0.00,9.00,2.00,15.00
2015,8,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3146.00,767.00,79.25,9.50,322.31,0.99,354.95,68.00,1.00,47948.00,8726.00,534.00,17376.00,99.00,21213.00
2015,8,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4641.00,930.00,306.27,34.97,292.11,1.00,295.65,34.00,7.00,56308.00,17887.00,2193.00,13719.00,40.00,22469.00
2015,8,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1672.00,318.00,51.39,10.13,111.24,1.14,144.11,8.00,0.00,17049.00,2967.00,244.00,5547.00,54.00,8237.00
2015,8,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1350.00,347.00,83.09,13.37,111.36,0.00,139.18,43.00,0.00,18643.00,5160.00,665.00,4655.00,0.00,8163.00
